begin_datetime_utc,fuel_type,sub_fuel_type,net_generation_mw,max_capability_mw
2022-05-01T06:00:00Z,COAL,COAL,1226.9379295179579,1266
2022-05-01T06:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.40000152587890625,50
2022-05-01T06:00:00Z,GAS,COGENERATION,3532.6286380378406,5197
2022-05-01T06:00:00Z,GAS,COMBINED CYCLE,1212.9589461941189,1800
2022-05-01T06:00:00Z,GAS,GAS FIRED STEAM,938.7818872197469,2599
2022-05-01T06:00:00Z,GAS,SIMPLE CYCLE,500.45160467571685,1230
2022-05-01T06:00:00Z,HYDRO,HYDRO,132.47322965423265,894
2022-05-01T06:00:00Z,OTHER,BIOMASS,128.01114579518637,154
2022-05-01T06:00:00Z,OTHER,GAS,0,10
2022-05-01T06:00:00Z,OTHER,GAS COGEN,0,58
2022-05-01T06:00:00Z,OTHER,OIL/GAS,44.60421496073405,53
2022-05-01T06:00:00Z,OTHER,WOOD/REFUSE,21.826086256768967,149
2022-05-01T06:00:00Z,SOLAR,SOLAR,0,892
2022-05-01T06:00:00Z,WIND,WIND,628.2846628316408,2269
2022-05-01T07:00:00Z,COAL,COAL,1215.4386503601074,1266
2022-05-01T07:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.39872374322679305,50
2022-05-01T07:00:00Z,GAS,COGENERATION,3530.2649371737903,5197
2022-05-01T07:00:00Z,GAS,COMBINED CYCLE,1212.0705206023322,1800
2022-05-01T07:00:00Z,GAS,GAS FIRED STEAM,860.9011279998886,2599
2022-05-01T07:00:00Z,GAS,SIMPLE CYCLE,501.03935025374096,1230
2022-05-01T07:00:00Z,HYDRO,HYDRO,129.4405346201029,894
2022-05-01T07:00:00Z,OTHER,BIOMASS,126.20089819431306,154
2022-05-01T07:00:00Z,OTHER,GAS,0,10
2022-05-01T07:00:00Z,OTHER,GAS COGEN,0,58
2022-05-01T07:00:00Z,OTHER,OIL/GAS,43.81376022338867,53
2022-05-01T07:00:00Z,OTHER,WOOD/REFUSE,20.177787715196608,149
2022-05-01T07:00:00Z,SOLAR,SOLAR,0,892
2022-05-01T07:00:00Z,WIND,WIND,553.434099588212,2269
2022-05-01T08:00:00Z,COAL,COAL,1229.7942687988282,1266
2022-05-01T08:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.40000152587890625,50
2022-05-01T08:00:00Z,GAS,COGENERATION,3532.599543226775,5197
2022-05-01T08:00:00Z,GAS,COMBINED CYCLE,1209.712424475352,1800
2022-05-01T08:00:00Z,GAS,GAS FIRED STEAM,935.693062669701,2599
2022-05-01T08:00:00Z,GAS,SIMPLE CYCLE,501.22570656034685,1230
2022-05-01T08:00:00Z,HYDRO,HYDRO,119.31015349912974,894
2022-05-01T08:00:00Z,OTHER,BIOMASS,127.43417687416077,154
2022-05-01T08:00:00Z,OTHER,GAS,0,10
2022-05-01T08:00:00Z,OTHER,GAS COGEN,0,58
2022-05-01T08:00:00Z,OTHER,OIL/GAS,44.20440964804755,53
2022-05-01T08:00:00Z,OTHER,WOOD/REFUSE,18.442851377990507,149
2022-05-01T08:00:00Z,SOLAR,SOLAR,0,892
2022-05-01T08:00:00Z,WIND,WIND,538.4635371956891,2269
2022-05-01T09:00:00Z,COAL,COAL,1256.7465408833823,1266
2022-05-01T09:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.40000152587890625,50
2022-05-01T09:00:00Z,GAS,COGENERATION,3529.690039282375,5197
2022-05-01T09:00:00Z,GAS,COMBINED CYCLE,1210.2479322539436,1800
2022-05-01T09:00:00Z,GAS,GAS FIRED STEAM,900.5743956022793,2599
2022-05-01T09:00:00Z,GAS,SIMPLE CYCLE,495.53410625245834,1230
2022-05-01T09:00:00Z,HYDRO,HYDRO,124.67612110343244,894
2022-05-01T09:00:00Z,OTHER,BIOMASS,128.2794969558716,154
2022-05-01T09:00:00Z,OTHER,GAS,0,10
2022-05-01T09:00:00Z,OTHER,GAS COGEN,0,58
2022-05-01T09:00:00Z,OTHER,OIL/GAS,43.38091604656643,53
2022-05-01T09:00:00Z,OTHER,WOOD/REFUSE,19.174959193203186,149
2022-05-01T09:00:00Z,SOLAR,SOLAR,0,892
2022-05-01T09:00:00Z,WIND,WIND,572.5488393825458,2269
2022-05-01T10:00:00Z,COAL,COAL,1263.859427778456,1266
2022-05-01T10:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.40000152587890625,50
2022-05-01T10:00:00Z,GAS,COGENERATION,3530.8297153859667,5197
2022-05-01T10:00:00Z,GAS,COMBINED CYCLE,1186.5524497996437,1800
2022-05-01T10:00:00Z,GAS,GAS FIRED STEAM,832.9037673507797,2599
