begin_datetime_utc,fuel_type,sub_fuel_type,net_generation_mw,max_capability_mw
2022-02-01T07:00:00Z,COAL,COAL,1259.5215468173556,1266
2022-02-01T07:00:00Z,DUAL FUEL,DUAL FUEL,76.1109699122111,155
2022-02-01T07:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.5771111350589329,50
2022-02-01T07:00:00Z,GAS,COGENERATION,4352.875450906754,5197
2022-02-01T07:00:00Z,GAS,COMBINED CYCLE,1523.277142373191,1756
2022-02-01T07:00:00Z,GAS,GAS FIRED STEAM,1313.996583120558,2557
2022-02-01T07:00:00Z,GAS,SIMPLE CYCLE,429.9965460527274,1230
2022-02-01T07:00:00Z,HYDRO,HYDRO,130.33140244394542,894
2022-02-01T07:00:00Z,OTHER,BIOMASS,112.53454752816094,154
2022-02-01T07:00:00Z,OTHER,GAS,0,10
2022-02-01T07:00:00Z,OTHER,GAS COGEN,44.86554052035014,58
2022-02-01T07:00:00Z,OTHER,OIL/GAS,42.37274936676025,53
2022-02-01T07:00:00Z,OTHER,WOOD/REFUSE,76.43311299377018,149
2022-02-01T07:00:00Z,SOLAR,SOLAR,0,736
2022-02-01T07:00:00Z,WIND,WIND,289.05608060461776,2269
2022-02-01T08:00:00Z,COAL,COAL,1261.5527667066785,1266
2022-02-01T08:00:00Z,DUAL FUEL,DUAL FUEL,63.16983803643121,155
2022-02-01T08:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.7064988814459907,50
2022-02-01T08:00:00Z,GAS,COGENERATION,4359.33021399498,5197
2022-02-01T08:00:00Z,GAS,COMBINED CYCLE,1506.6421449263892,1756
2022-02-01T08:00:00Z,GAS,GAS FIRED STEAM,1291.4385884664455,2557
2022-02-01T08:00:00Z,GAS,SIMPLE CYCLE,411.76948691977395,1230
2022-02-01T08:00:00Z,HYDRO,HYDRO,109.74967062481575,894
2022-02-01T08:00:00Z,OTHER,BIOMASS,112.35565799554189,154
2022-02-01T08:00:00Z,OTHER,GAS,0,10
2022-02-01T08:00:00Z,OTHER,GAS COGEN,44.610067406230506,58
2022-02-01T08:00:00Z,OTHER,OIL/GAS,42.15183181762696,53
2022-02-01T08:00:00Z,OTHER,WOOD/REFUSE,78.82216710673438,149
2022-02-01T08:00:00Z,SOLAR,SOLAR,0,736
2022-02-01T08:00:00Z,WIND,WIND,256.98487938549783,2269
2022-02-01T09:00:00Z,COAL,COAL,1261.0322656419542,1266
2022-02-01T09:00:00Z,DUAL FUEL,DUAL FUEL,48.77682425181071,155
2022-02-01T09:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.7146100234985351,50
2022-02-01T09:00:00Z,GAS,COGENERATION,4359.5871078742875,5197
2022-02-01T09:00:00Z,GAS,COMBINED CYCLE,1519.8999767743217,1756
2022-02-01T09:00:00Z,GAS,GAS FIRED STEAM,1171.8071390895711,2557
2022-02-01T09:00:00Z,GAS,SIMPLE CYCLE,412.3220150163438,1230
2022-02-01T09:00:00Z,HYDRO,HYDRO,135.53258162498474,894
2022-02-01T09:00:00Z,OTHER,BIOMASS,112.90493948406643,154
2022-02-01T09:00:00Z,OTHER,GAS,0,10
2022-02-01T09:00:00Z,OTHER,GAS COGEN,44.25734767542945,58
2022-02-01T09:00:00Z,OTHER,OIL/GAS,42.46071548461914,53
2022-02-01T09:00:00Z,OTHER,WOOD/REFUSE,79.56546470854018,149
2022-02-01T09:00:00Z,SOLAR,SOLAR,0,736
2022-02-01T09:00:00Z,WIND,WIND,290.2644128700263,2269
2022-02-01T10:00:00Z,COAL,COAL,1262.661431189643,1266
2022-02-01T10:00:00Z,DUAL FUEL,DUAL FUEL,49.29967629114787,155
2022-02-01T10:00:00Z,ENERGY STORAGE,ENERGY STORAGE,-0.7055544333987765,50
2022-02-01T10:00:00Z,GAS,COGENERATION,4362.218943190044,5197
2022-02-01T10:00:00Z,GAS,COMBINED CYCLE,1510.4957250213624,1756
2022-02-01T10:00:00Z,GAS,GAS FIRED STEAM,1163.5369623115328,2557
