begin_datetime_utc,fuel_type,sub_fuel_type,net_generation_mw,max_capability_mw
2019-03-01T07:00:00Z,COAL,COAL,3254.7108972062006,5568
2019-03-01T07:00:00Z,DUAL FUEL,DUAL FUEL,75.1740294265747,155
2019-03-01T07:00:00Z,GAS,COGENERATION,4413.454834224515,4988
2019-03-01T07:00:00Z,GAS,COMBINED CYCLE,1266.934593662156,1748
2019-03-01T07:00:00Z,GAS,SIMPLE CYCLE,386.9907916811771,921
2019-03-01T07:00:00Z,HYDRO,HYDRO,91.69902060164345,894
2019-03-01T07:00:00Z,OTHER,BIOMASS,105.81186153305902,154
2019-03-01T07:00:00Z,OTHER,GAS COGEN,37.041959519386296,58
2019-03-01T07:00:00Z,OTHER,OIL/GAS,46.54892090479533,53
2019-03-01T07:00:00Z,OTHER,WOOD/REFUSE,96.00306838830312,158
2019-03-01T07:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T07:00:00Z,WIND,WIND,196.69288126319645,1445
2019-03-01T08:00:00Z,COAL,COAL,3501.8021608098347,5568
2019-03-01T08:00:00Z,DUAL FUEL,DUAL FUEL,75.40109969245063,155
2019-03-01T08:00:00Z,GAS,COGENERATION,4420.350642879009,4988
2019-03-01T08:00:00Z,GAS,COMBINED CYCLE,1275.1044701629214,1748
2019-03-01T08:00:00Z,GAS,SIMPLE CYCLE,370.41797837989196,921
2019-03-01T08:00:00Z,HYDRO,HYDRO,108.29018815636634,894
2019-03-01T08:00:00Z,OTHER,BIOMASS,107.41771762477026,154
2019-03-01T08:00:00Z,OTHER,GAS COGEN,37.11458780924479,58
2019-03-01T08:00:00Z,OTHER,OIL/GAS,46.84333162095812,53
2019-03-01T08:00:00Z,OTHER,WOOD/REFUSE,95.62960247781542,158
2019-03-01T08:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T08:00:00Z,WIND,WIND,214.0260751603544,1445
2019-03-01T09:00:00Z,COAL,COAL,3344.556658822033,5568
2019-03-01T09:00:00Z,DUAL FUEL,DUAL FUEL,75.48851917266846,155
2019-03-01T09:00:00Z,GAS,COGENERATION,4424.0989104490145,4988
2019-03-01T09:00:00Z,GAS,COMBINED CYCLE,1269.1986000760396,1748
2019-03-01T09:00:00Z,GAS,SIMPLE CYCLE,446.4390447567238,921
2019-03-01T09:00:00Z,HYDRO,HYDRO,101.95304045253329,894
2019-03-01T09:00:00Z,OTHER,BIOMASS,106.28298441621993,154
2019-03-01T09:00:00Z,OTHER,GAS COGEN,37.205278218057416,58
2019-03-01T09:00:00Z,OTHER,OIL/GAS,46.35149944729275,53
2019-03-01T09:00:00Z,OTHER,WOOD/REFUSE,95.70204970041911,158
2019-03-01T09:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T09:00:00Z,WIND,WIND,356.47787979935606,1445
2019-03-01T10:00:00Z,COAL,COAL,3131.181573574609,5568
2019-03-01T10:00:00Z,DUAL FUEL,DUAL FUEL,55.75081207699246,155
2019-03-01T10:00:00Z,GAS,COGENERATION,4307.012438627216,4988
2019-03-01T10:00:00Z,GAS,COMBINED CYCLE,1197.1095844480726,1748
2019-03-01T10:00:00Z,GAS,SIMPLE CYCLE,448.4137418879403,921
2019-03-01T10:00:00Z,HYDRO,HYDRO,94.34787075771226,894
2019-03-01T10:00:00Z,OTHER,BIOMASS,106.22368491066827,154
2019-03-01T10:00:00Z,OTHER,GAS COGEN,37.331292290687564,58
2019-03-01T10:00:00Z,OTHER,OIL/GAS,46.76502144495646,53
2019-03-01T10:00:00Z,OTHER,WOOD/REFUSE,94.76295213063558,158
2019-03-01T10:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T10:00:00Z,WIND,WIND,800.2760497901423,1445
2019-03-01T11:00:00Z,COAL,COAL,3037.799451037513,5568
2019-03-01T11:00:00Z,DUAL FUEL,DUAL FUEL,50.475264689127606,155
2019-03-01T11:00:00Z,GAS,COGENERATION,4238.509971874688,4988
2019-03-01T11:00:00Z,GAS,COMBINED CYCLE,1178.656283630265,1748
2019-03-01T11:00:00Z,GAS,SIMPLE CYCLE,450.2144690177176,921
2019-03-01T11:00:00Z,HYDRO,HYDRO,122.60940649073157,894
2019-03-01T11:00:00Z,OTHER,BIOMASS,105.31206749598185,154
2019-03-01T11:00:00Z,OTHER,GAS COGEN,37.14622022257911,58
2019-03-01T11:00:00Z,OTHER,OIL/GAS,46.433976561228434,53
2019-03-01T11:00:00Z,OTHER,WOOD/REFUSE,94.6051890071233,158
2019-03-01T11:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T11:00:00Z,WIND,WIND,1057.7618734234322,1445
2019-03-01T12:00:00Z,COAL,COAL,3084.0836073335013,5568
2019-03-01T12:00:00Z,DUAL FUEL,DUAL FUEL,51.00271502388848,155
2019-03-01T12:00:00Z,GAS,COGENERATION,4234.771909702884,4988
2019-03-01T12:00:00Z,GAS,COMBINED CYCLE,1170.5747077782949,1748
2019-03-01T12:00:00Z,GAS,SIMPLE CYCLE,476.8854501561324,921
2019-03-01T12:00:00Z,HYDRO,HYDRO,101.50788743583692,894
2019-03-01T12:00:00Z,OTHER,BIOMASS,105.19366756916045,154
2019-03-01T12:00:00Z,OTHER,GAS COGEN,36.4952812523312,58
2019-03-01T12:00:00Z,OTHER,OIL/GAS,46.268475994533965,53
2019-03-01T12:00:00Z,OTHER,WOOD/REFUSE,93.78383713669247,158
2019-03-01T12:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T12:00:00Z,WIND,WIND,985.8659294047288,1445
2019-03-01T13:00:00Z,COAL,COAL,3228.013526910146,5568
2019-03-01T13:00:00Z,DUAL FUEL,DUAL FUEL,51.45168496237861,155
2019-03-01T13:00:00Z,GAS,COGENERATION,4337.997091717455,4988
2019-03-01T13:00:00Z,GAS,COMBINED CYCLE,1261.6831474518776,1748
2019-03-01T13:00:00Z,GAS,SIMPLE CYCLE,533.3622862450281,921
2019-03-01T13:00:00Z,HYDRO,HYDRO,171.0481340134144,894
2019-03-01T13:00:00Z,OTHER,BIOMASS,104.90269561131795,154
2019-03-01T13:00:00Z,OTHER,GAS COGEN,35.98848020341661,58
2019-03-01T13:00:00Z,OTHER,OIL/GAS,46.554177337222626,53
2019-03-01T13:00:00Z,OTHER,WOOD/REFUSE,92.96408344692654,158
2019-03-01T13:00:00Z,SOLAR,SOLAR,0,15
2019-03-01T13:00:00Z,WIND,WIND,955.5971816974381,1445
2019-03-01T14:00:00Z,COAL,COAL,3373.8510176319546,5568
