begin_datetime_utc,fuel_type,sub_fuel_type,net_generation_mw,max_capability_mw
2020-12-01T07:00:00Z,COAL,COAL,1864.6602903408475,4132
2020-12-01T07:00:00Z,DUAL FUEL,DUAL FUEL,144.17309246314898,940
2020-12-01T07:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T07:00:00Z,GAS,COGENERATION,3784.2731731769773,5086
2020-12-01T07:00:00Z,GAS,COMBINED CYCLE,1259.195523619122,1756
2020-12-01T07:00:00Z,GAS,SIMPLE CYCLE,234.68248326314819,1126
2020-12-01T07:00:00Z,HYDRO,HYDRO,115.15175464976164,894
2020-12-01T07:00:00Z,OTHER,BIOMASS,123.61641212251452,154
2020-12-01T07:00:00Z,OTHER,GAS COGEN,28.094232313368057,58
2020-12-01T07:00:00Z,OTHER,OIL/GAS,41.87180968602498,53
2020-12-01T07:00:00Z,OTHER,WOOD/REFUSE,84.24247163454692,158
2020-12-01T07:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T07:00:00Z,WIND,WIND,1497.216355112129,1781
2020-12-01T08:00:00Z,COAL,COAL,1921.196007876926,4132
2020-12-01T08:00:00Z,DUAL FUEL,DUAL FUEL,144.2743128534158,940
2020-12-01T08:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T08:00:00Z,GAS,COGENERATION,3855.9282386087048,5086
2020-12-01T08:00:00Z,GAS,COMBINED CYCLE,1295.672752014266,1756
2020-12-01T08:00:00Z,GAS,SIMPLE CYCLE,234.65632851355605,1126
2020-12-01T08:00:00Z,HYDRO,HYDRO,159.43799744860993,894
2020-12-01T08:00:00Z,OTHER,BIOMASS,121.14276695595846,154
2020-12-01T08:00:00Z,OTHER,GAS COGEN,28.121536133024428,58
2020-12-01T08:00:00Z,OTHER,OIL/GAS,41.87539346694946,53
2020-12-01T08:00:00Z,OTHER,WOOD/REFUSE,83.7261528968811,158
2020-12-01T08:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T08:00:00Z,WIND,WIND,1192.895403412655,1781
2020-12-01T09:00:00Z,COAL,COAL,2212.5097526719833,4132
2020-12-01T09:00:00Z,DUAL FUEL,DUAL FUEL,143.82438038243188,940
2020-12-01T09:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T09:00:00Z,GAS,COGENERATION,3904.1480674456225,5086
2020-12-01T09:00:00Z,GAS,COMBINED CYCLE,1284.2259524006313,1756
2020-12-01T09:00:00Z,GAS,SIMPLE CYCLE,231.45027989862692,1126
2020-12-01T09:00:00Z,HYDRO,HYDRO,139.52505181512072,894
2020-12-01T09:00:00Z,OTHER,BIOMASS,127.12268076870177,154
2020-12-01T09:00:00Z,OTHER,GAS COGEN,28.111651574240792,58
2020-12-01T09:00:00Z,OTHER,OIL/GAS,41.81991547266642,53
2020-12-01T09:00:00Z,OTHER,WOOD/REFUSE,83.4003269290924,158
2020-12-01T09:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T09:00:00Z,WIND,WIND,832.6598653464848,1781
2020-12-01T10:00:00Z,COAL,COAL,2250.4437780210706,4132
2020-12-01T10:00:00Z,DUAL FUEL,DUAL FUEL,144.3325677294201,940
2020-12-01T10:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T10:00:00Z,GAS,COGENERATION,3936.2795934132737,5086
2020-12-01T10:00:00Z,GAS,COMBINED CYCLE,1296.0423470279904,1756
2020-12-01T10:00:00Z,GAS,SIMPLE CYCLE,232.19217973387904,1126
2020-12-01T10:00:00Z,HYDRO,HYDRO,146.9978436098496,894
2020-12-01T10:00:00Z,OTHER,BIOMASS,127.49875637451808,154
2020-12-01T10:00:00Z,OTHER,GAS COGEN,28.11616489728292,58
2020-12-01T10:00:00Z,OTHER,OIL/GAS,41.58584842681885,53
2020-12-01T10:00:00Z,OTHER,WOOD/REFUSE,83.32999492062463,158
2020-12-01T10:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T10:00:00Z,WIND,WIND,688.2121186999066,1781
2020-12-01T11:00:00Z,COAL,COAL,2407.7037791654798,4132
2020-12-01T11:00:00Z,DUAL FUEL,DUAL FUEL,143.8696983349323,940
2020-12-01T11:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T11:00:00Z,GAS,COGENERATION,3952.89411367827,5086
2020-12-01T11:00:00Z,GAS,COMBINED CYCLE,1291.2078361829122,1756
2020-12-01T11:00:00Z,GAS,SIMPLE CYCLE,233.31014443523355,1126
2020-12-01T11:00:00Z,HYDRO,HYDRO,144.220121159686,894
2020-12-01T11:00:00Z,OTHER,BIOMASS,125.54898261255688,154
2020-12-01T11:00:00Z,OTHER,GAS COGEN,28.116575180689495,58
2020-12-01T11:00:00Z,OTHER,OIL/GAS,41.813149015638565,53
2020-12-01T11:00:00Z,OTHER,WOOD/REFUSE,83.87445694711472,158
2020-12-01T11:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T11:00:00Z,WIND,WIND,594.1253566024121,1781
2020-12-01T12:00:00Z,COAL,COAL,2550.8344636747574,4132
2020-12-01T12:00:00Z,DUAL FUEL,DUAL FUEL,143.55714615186056,940
2020-12-01T12:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T12:00:00Z,GAS,COGENERATION,3964.148731635544,5086
2020-12-01T12:00:00Z,GAS,COMBINED CYCLE,1198.8356535174119,1756
2020-12-01T12:00:00Z,GAS,SIMPLE CYCLE,233.23143494778208,1126
2020-12-01T12:00:00Z,HYDRO,HYDRO,148.6780286616087,894
2020-12-01T12:00:00Z,OTHER,BIOMASS,121.43739082045025,154
2020-12-01T12:00:00Z,OTHER,GAS COGEN,28.141454536649917,58
2020-12-01T12:00:00Z,OTHER,OIL/GAS,41.69518759197659,53
2020-12-01T12:00:00Z,OTHER,WOOD/REFUSE,83.29533992926281,158
2020-12-01T12:00:00Z,SOLAR,SOLAR,0,107
2020-12-01T12:00:00Z,WIND,WIND,609.7158512597779,1781
2020-12-01T13:00:00Z,COAL,COAL,2741.857043821547,4132
2020-12-01T13:00:00Z,DUAL FUEL,DUAL FUEL,143.7494475045469,940
2020-12-01T13:00:00Z,ENERGY STORAGE,ENERGY STORAGE,0,30
2020-12-01T13:00:00Z,GAS,COGENERATION,3983.042439402342,5086
2020-12-01T13:00:00Z,GAS,COMBINED CYCLE,1210.1968871008687,1756
2020-12-01T13:00:00Z,GAS,SIMPLE CYCLE,312.20365228636393,1126
2020-12-01T13:00:00Z,HYDRO,HYDRO,164.0143372500605,894
2020-12-01T13:00:00Z,OTHER,BIOMASS,124.63668263673783,154
2020-12-01T13:00:00Z,OTHER,GAS COGEN,28.121312385135223,58
2020-12-01T13:00:00Z,OTHER,OIL/GAS,41.30312107721964,53
